file,ext,bytes
ax27_p434_diagonal_mode2_defect_eval_summary.json,.json,249
ax27_p434_input_sigma_opposite_pair_sum_values.json,.json,255
ax27_p437_diagonal_sigma_opposite_pair_sums.json,.json,1632
ax27_p437_diagonal_sigma_opposite_pair_sums_summary.json,.json,379
ax27_strict_extension_lane_qw2122_element_order_reference_vacuum_and_self_couplings_value_provider_packet.json,.json,3643
ax27_strict_extension_lane_qw2122_element_order_reference_vacuum_and_self_couplings_value_provider_packet_summary.json,.json,471
ax28_strict_extension_lane_pair1_sign_distinction_observable_packet_summary.json,.json,793
ax29_strict_extension_lane_global_oriented_selector_state_object_from_f470_f467_and_ax28_packet_summary.json,.json,795
ax2_axiom_lane_actual_basis_pair_and_orientation_slice_instance_summary.json,.json,1568
ax30_canonical_ontology_supported_preobserver_direct_m2_psi7_source_eom_coherence_instance.json,.json,4640
ax30_canonical_ontology_supported_preobserver_direct_m2_psi7_source_eom_coherence_instance_summary.json,.json,417
ax31_canonical_ontology_supported_preobserver_direct_m2_psi2_source_coherence_instance.json,.json,5393
ax31_canonical_ontology_supported_preobserver_direct_m2_psi2_source_coherence_instance_summary.json,.json,409
ax32_canonical_ontology_supported_preobserver_direct_m2_psi5_target_coherence_instance.json,.json,5397
ax32_canonical_ontology_supported_preobserver_direct_m2_psi5_target_coherence_instance_summary.json,.json,409
ax33_canonical_ontology_supported_preobserver_direct_m2_psi8_source_coherence_instance.json,.json,5451
ax33_canonical_ontology_supported_preobserver_direct_m2_psi8_source_coherence_instance_summary.json,.json,409
ax34_canonical_ontology_supported_preobserver_direct_m2_psi11_target_coherence_instance.json,.json,5480
ax34_canonical_ontology_supported_preobserver_direct_m2_psi11_target_coherence_instance_summary.json,.json,411
ax3_axiom_lane_sigma_int_residual_datum_bridge_instance_summary.json,.json,1922
ax4_axiom_lane_selector_family_robustness_audit_summary.json,.json,1789
ax5_axiom_lane_mode_scaffold_compatibility_audit_summary.json,.json,1600
ax6_axiom_lane_closure_packet_summary.json,.json,1722
ax7_axiom_lane_anti_overclaim_boundary_audit_summary.json,.json,1613
ax8_axiom_lane_publication_ready_summary_packet_summary.json,.json,1601
ax9_informational_nadsoliton_primacy_axiom_packet.json,.json,1572
ax9_informational_nadsoliton_primacy_axiom_packet_summary.json,.json,341
axiom_lane_actual_basis_pair_orientation_slice_instance.json,.json,467
axiom_lane_boundary_certificate.json,.json,1842
axiom_lane_closure_packet.json,.json,1705
axiom_lane_mode_scaffold_compatibility_certificate.json,.json,614
axiom_lane_publication_ready_summary_packet.json,.json,1960
axiom_lane_selector_family_robustness_certificate.json,.json,703
axiom_lane_sigma_int_residual_datum_bridge_instance.json,.json,1150
b1_mode_uniqueness_minimal_extra_structure_audit_summary.json,.json,2067
b2_internal_orientation_datum_source_audit_summary.json,.json,2835
b3_topological_selector_bridge_packet_summary.json,.json,2007
b4_minimal_sigma_int_candidate_summary.json,.json,1192
b5_sigma_int_local_stability_audit_summary.json,.json,1693
b6_sigma_to_selector_factorized_bridge_summary.json,.json,1777
b7_factorized_selector_mode_scaffold_compatibility_audit_summary.json,.json,1680
b8_selector_track_anti_overclaim_audit_summary.json,.json,1627
b_sigma_int_E_pair_sign_mask_strict_provenance_v1.json,.json,1956
c10_psi_sector_host_identification_audit_summary.json,.json,1755
c11_psi_sector_block_extraction_audit_summary.json,.json,1553
c12_minimal_psi_block_extraction_packet_summary.json,.json,1567
c13_mode_basis_control_index_set_audit_summary.json,.json,1399
c14_control_mode_to_psi_transport_schema_summary.json,.json,2032
c15_control_only_pullback_submatrix_packet_summary.json,.json,1950
c16_minimal_psi_hessian_coefficient_class_table_summary.json,.json,1761
c17_index_complete_psi_row_stencil_audit_summary.json,.json,1741
c18_finite_psi_row_export_witness_packet_summary.json,.json,1960
c19_generator_level_all_rows_source_audit_summary.json,.json,1967
c1_narrow_foundational_blocker_selection_summary.json,.json,1368
c20_finite_materialization_recipe_audit_summary.json,.json,1939
c21_existing_export_carrier_audit_summary.json,.json,1561
c22_model_clause_schema_absence_audit_summary.json,.json,1463
c23_patch_ready_model_clause_packet_summary.json,.json,1565
c24_non_destructive_patch_admission_audit_summary.json,.json,1517
c25_applied_patch_rerun_export_audit_summary.json,.json,1336
c26_quotient_first_orientation_slice_restriction_audit_summary.json,.json,1657
c27_zero_mode_quotient_candidate_packet_summary.json,.json,1597
c28_local_orbit_frame_quotient_schema_summary.json,.json,1658
c29_local_projector_formula_packet_summary.json,.json,2911
c2_selector_family_internal_origin_packet_summary.json,.json,1528
c30_pair_to_pair_gluing_compatibility_packet_summary.json,.json,4940
c31_transition_angle_source_candidate_audit_summary.json,.json,3873
c32_cross_pair_overlap_scalar_degeneracy_audit_summary.json,.json,2105
c33_local_phase_export_class_audit_summary.json,.json,2411
c34_local_reduced_representative_class_audit_summary.json,.json,2977
c35_actual_phase_source_branch_audit_summary.json,.json,2743
c36_axiom_branch_to_strict_track_bridge_audit_summary.json,.json,2156
c37_residual_orientation_datum_internalization_candidate_audit_summary.json,.json,1947
c38_sigma_int_residual_datum_theorem_spec_audit_summary.json,.json,1627
c39_sigma_int_acceptance_skeleton_audit_summary.json,.json,1591
c3_internal_reference_pair_candidate_from_mode_scaffold_summary.json,.json,1653
c40_minimal_field_list_audit_summary.json,.json,1684
c41_acceptance_artifact_schema_packet_summary.json,.json,1704
c42_persisted_template_carrier_audit_summary.json,.json,1569
c43_filename_path_convention_audit_summary.json,.json,1590
c44_minimal_template_content_audit_summary.json,.json,2119
c45_non_destructive_template_file_admission_audit_summary.json,.json,1821
c46_minimal_template_file_creation_audit_summary.json,.json,1350
c47_basis_level_orientation_slice_candidate_audit_summary.json,.json,1879
c48_minimal_actual_basis_pair_export_skeleton_audit_summary.json,.json,1876
c49_conditional_populated_instance_schema_audit_summary.json,.json,1643
c4_local_quadratic_mismatch_kinematic_reduction_summary.json,.json,2286
c50_actual_phase_source_skeleton_audit_summary.json,.json,1334
c51_strict_to_axiom_source_bridge_spec_audit_summary.json,.json,1523
c52_strict_to_axiom_bridge_field_list_audit_summary.json,.json,1334
c53_strict_to_axiom_bridge_artifact_schema_audit_summary.json,.json,1420
c54_strict_to_axiom_bridge_carrier_audit_summary.json,.json,1363
c55_strict_to_axiom_bridge_filename_path_audit_summary.json,.json,1424
c5_projected_hessian_selector_metric_bridge_summary.json,.json,2235
c6_projected_second_variation_source_audit_summary.json,.json,1646
c7_mode_pair_to_orientation_slice_schema_packet_summary.json,.json,1419
c8_projected_block_positivity_descent_audit_summary.json,.json,1328
c9_action_origin_host_carrier_audit_summary.json,.json,1548
c_v1_void_configuration_space_in_local_b_tilde_1_sector_v1.json,.json,1370
chi_fr_strict_v1_map_on_pi1_c_v1_v1.json,.json,1642
chi_parity_phase_12_v1_character.json,.json,985
chi_parity_z12_v1_character.json,.json,1254
closure_edge_replay_stabilizer_v1.json,.json,209
compute_or_fail_a1_b1_d1.json,.json,1524
compute_or_fail_a1_b1_d1_summary.json,.json,277
d1_selector_axiom_necessity_current_best_supported_conclusion_summary.json,.json,1601
delta_d_sigma_int_positive_window_step_strict_provenance_v1.json,.json,2003
eps_sigma_int_E_pair_amplitude_strict_provenance_v1.json,.json,1153
f100_first_emergent_observer_closure_realization_map_packet_summary.json,.json,1675
f101_first_emergent_observer_closure_fixed_point_test_packet_summary.json,.json,1715
f102_first_emergent_observer_closure_support_object_packet_summary.json,.json,1694
f103_first_emergent_observer_closure_readout_operator_packet_summary.json,.json,1711
f104_first_emergent_observer_closure_object_candidate_packet_summary.json,.json,1749
f105_first_emergent_observer_closure_commit_map_packet_summary.json,.json,1734
f106_first_emergent_observer_closure_realization_object_packet_summary.json,.json,1753
f107_first_actual_emergent_observer_closure_candidate_packet_summary.json,.json,1769
f108_first_actual_emergent_observer_closure_object_packet_summary.json,.json,1763
f109_first_actual_emergent_observer_closure_commit_map_packet_summary.json,.json,1873
f10_legacy_weinberg_replaced_branch_refinement_packet.json,.json,2505
f10_legacy_weinberg_replaced_branch_refinement_packet_summary.json,.json,858
f110_first_actual_emergent_observer_closure_realization_object_packet_summary.json,.json,1908
f111_first_actual_emergent_observer_closure_fixed_point_test_packet_summary.json,.json,1858
f112_first_actual_emergent_observer_closure_support_object_packet_summary.json,.json,1824
f113_first_actual_emergent_observer_closure_readout_operator_packet_summary.json,.json,1877
f114_first_actual_emergent_observer_closure_object_candidate_packet_summary.json,.json,1921
f115_first_actual_emergent_observer_closure_commit_map_packet_summary.json,.json,1905
f116_first_actual_emergent_observer_closure_realization_map_packet_summary.json,.json,1895
f117_first_actual_emergent_observer_closure_fixed_point_test_packet_summary.json,.json,1855
f118_next_actual_emergent_observer_closure_support_object_packet_summary.json,.json,1210
f119_next_actual_emergent_observer_closure_readout_operator_packet_summary.json,.json,1557
f11_legacy_weinberg_object_successor_refinement_packet.json,.json,2369
f11_legacy_weinberg_object_successor_refinement_packet_summary.json,.json,854
f120_next_actual_emergent_observer_closure_object_candidate_packet_summary.json,.json,1595
f121_next_actual_emergent_observer_closure_commit_map_packet_summary.json,.json,1604
f122_next_actual_emergent_observer_closure_realization_map_packet_summary.json,.json,1583
f123_next_actual_emergent_observer_closure_fixed_point_test_packet_summary.json,.json,1538
f124_next_actual_emergent_observer_closure_support_object_packet_summary.json,.json,1502
f125_next_actual_emergent_observer_closure_readout_operator_packet_summary.json,.json,1565
f126_current_global_selector_closure_promotion_from_exported_emergent_observer_packet_summary.json,.json,2058
f127_first_source_topology_invariant_candidate_packet_summary.json,.json,1030
f128_first_source_topology_selector_promotion_target_packet_summary.json,.json,873
f129_first_source_topology_invariant_nontriviality_target_packet_summary.json,.json,831
f12_legacy_weinberg_method_successor_semantics_refinement_packet.json,.json,2493
f12_legacy_weinberg_method_successor_semantics_refinement_packet_summary.json,.json,927
f130_first_source_topology_nonzero_flow_subtarget_packet_summary.json,.json,754
f131_first_source_topology_barrier_protected_sign_subtarget_packet_summary.json,.json,769
f132_first_source_topology_observer_free_scope_subtarget_packet_summary.json,.json,820
f133_first_source_topology_nontriviality_components_package_packet_summary.json,.json,630
f134_first_source_topology_nontriviality_assembly_target_packet_summary.json,.json,602
f136_first_source_topology_basis_independent_promotion_target_packet_summary.json,.json,816
f137_first_source_topology_quotient_safe_qw2191_resolution_target_packet_summary.json,.json,578
f138_first_actual_source_topology_nonzero_flow_component_witness_packet_summary.json,.json,918
f139_first_actual_source_topology_barrier_sign_component_witness_packet_summary.json,.json,1187
f13_legacy_fine_structure_role_strict_side_partition_refinement_packet.json,.json,2045
f13_legacy_fine_structure_role_strict_side_partition_refinement_packet_summary.json,.json,655
f140_first_actual_source_topology_local_barrier_sign_stability_witness_packet_summary.json,.json,1482
f141_first_actual_source_topology_barrier_protected_sign_witness_packet_summary.json,.json,1270
f142_first_actual_source_topology_observer_free_scope_witness_packet_summary.json,.json,1503
f143_first_actual_source_topology_nonzero_flow_witness_packet_summary.json,.json,1179
f144_first_actual_source_topology_nontriviality_components_package_packet_summary.json,.json,1235
f145_first_actual_source_topology_nontriviality_assembly_witness_packet_summary.json,.json,1701
f146_first_actual_source_topology_full_nontriviality_witness_packet_summary.json,.json,1513
f147_first_actual_source_topology_selector_witness_packet_summary.json,.json,2466
f148_first_actual_source_topology_basis_independent_promotion_witness_packet_summary.json,.json,3540
f149_first_actual_source_topology_quotient_safe_qw2191_resolution_witness_packet_summary.json,.json,2175
f14_legacy_fine_structure_retained_branch_refinement_packet.json,.json,1759
f14_legacy_fine_structure_retained_branch_refinement_packet_summary.json,.json,667
f150_first_actual_declared_scope_source_topology_selector_theorem_packet_summary.json,.json,2182
f151_first_legacy_to_strict_kernel_bridge_target_packet_summary.json,.json,1127
f152_first_legacy_to_strict_kernel_nonbridge_strengthening_target_packet_summary.json,.json,1122
f153_first_actual_legacy_to_strict_kernel_bifurcated_frontier_packet_summary.json,.json,886
f154_first_actual_legacy_to_strict_kernel_amplitude_nonabsorption_component_witness_packet_summary.json,.json,921
f155_first_actual_legacy_to_strict_kernel_claim_specific_amplitude_nonabsorption_witness_packet_summary.json,.json,876
f156_first_actual_legacy_to_strict_kernel_amplitude_nonabsorption_coverage_packet_summary.json,.json,804
f157_first_actual_legacy_to_strict_kernel_full_amplitude_nonabsorption_obstruction_witness_packet_summary.json,.json,927
f158_first_actual_legacy_to_strict_kernel_damping_nonrenormalization_obstruction_witness_packet_summary.json,.json,838
f159_first_actual_nadsoliton_macroscopic_identification_role_separation_packet_summary.json,.json,1596
f15_legacy_fine_structure_role_equivalence_refinement_packet.json,.json,1782
f15_legacy_fine_structure_role_equivalence_refinement_packet_summary.json,.json,893
f160_first_actual_nonstrict_declared_scope_selector_closure_packet_summary.json,.json,925
f161_first_actual_nonstrict_declared_scope_toe_preclosure_support_packet_summary.json,.json,888
f162_first_nonstrict_declared_scope_toe_closure_target_packet_summary.json,.json,917
f16_legacy_fine_structure_semantic_transfer_refinement_packet.json,.json,2013
f16_legacy_fine_structure_semantic_transfer_refinement_packet_summary.json,.json,855
f17_legacy_fine_structure_replaced_branch_refinement_packet.json,.json,2077
f17_legacy_fine_structure_replaced_branch_refinement_packet_summary.json,.json,913
f18_legacy_fine_structure_object_successor_refinement_packet.json,.json,2381
f18_legacy_fine_structure_object_successor_refinement_packet_summary.json,.json,866
f19_legacy_fine_structure_method_successor_semantics_refinement_packet.json,.json,2531
f19_legacy_fine_structure_method_successor_semantics_refinement_packet_summary.json,.json,949
f1_canonical_informational_fractal_substrate_parameter_packet.json,.json,3231
f1_canonical_informational_fractal_substrate_parameter_packet_summary.json,.json,1030
f20_legacy_gravity_hierarchy_role_strict_side_partition_refinement_packet.json,.json,2078
f20_legacy_gravity_hierarchy_role_strict_side_partition_refinement_packet_summary.json,.json,667
f21_legacy_gravity_hierarchy_retained_branch_refinement_packet.json,.json,1752
f21_legacy_gravity_hierarchy_retained_branch_refinement_packet_summary.json,.json,653
f22_legacy_gravity_hierarchy_role_equivalence_refinement_packet.json,.json,1769
f22_legacy_gravity_hierarchy_role_equivalence_refinement_packet_summary.json,.json,861
f23_legacy_gravity_hierarchy_semantic_transfer_refinement_packet.json,.json,1744
f23_legacy_gravity_hierarchy_semantic_transfer_refinement_packet_summary.json,.json,848
f24_legacy_gravity_hierarchy_replaced_branch_refinement_packet.json,.json,2124
f24_legacy_gravity_hierarchy_replaced_branch_refinement_packet_summary.json,.json,941
f25_legacy_gravity_hierarchy_object_successor_refinement_packet.json,.json,2139
f25_legacy_gravity_hierarchy_object_successor_refinement_packet_summary.json,.json,850
f26_legacy_gravity_hierarchy_method_successor_semantics_refinement_packet.json,.json,2239
f26_legacy_gravity_hierarchy_method_successor_semantics_refinement_packet_summary.json,.json,913
f27_current_selector_requirement_theory_acceptance_refinement_packet.json,.json,2393
f27_current_selector_requirement_theory_acceptance_refinement_packet_summary.json,.json,895
f28_current_strict_core_internal_selector_source_derivation_refinement_packet.json,.json,1835
f28_current_strict_core_internal_selector_source_derivation_refinement_packet_summary.json,.json,722
f29_genuine_strict_core_internal_selector_source_admission_packet.json,.json,1863
f29_genuine_strict_core_internal_selector_source_admission_packet_summary.json,.json,723
f2_strict_gate_kernel_provenance_and_far_input_classification_packet.json,.json,5400
f2_strict_gate_kernel_provenance_and_far_input_classification_packet_summary.json,.json,2044
f30_minimal_future_strict_core_internal_selector_source_object_target_packet.json,.json,1389
f30_minimal_future_strict_core_internal_selector_source_object_target_packet_summary.json,.json,538
f315_strict_sigma_int_e_pair_eps_parameter_source_audit_summary.json,.json,2610
f318_first_current_strict_side_source_seed_strict_sigma_int_upgrade_candidate_instance_packet.json,.json,3233
f318_first_current_strict_side_source_seed_strict_sigma_int_upgrade_candidate_instance_packet_summary.json,.json,2081
f31_initial_future_strict_core_selector_source_seed_target_packet.json,.json,1679
f31_initial_future_strict_core_selector_source_seed_target_packet_summary.json,.json,560
f326_first_actual_legacy_to_strict_kernel_phase_frequency_nonconformal_obstruction_witness_packet_summary.json,.json,993
f328_first_actual_strict_sigma_int_positive_window_delta_d_step_strict_provenance_source_upgrade_packet_summary.json,.json,270
f32_initial_future_strict_core_orientation_export_admission_packet.json,.json,1683
f32_initial_future_strict_core_orientation_export_admission_packet_summary.json,.json,859
f33_future_strict_core_source_seed_construction_target_packet.json,.json,1559
f33_future_strict_core_source_seed_construction_target_packet_summary.json,.json,728
f34_minimal_admissible_strict_core_source_seed_construction_contract_packet.json,.json,1573
f34_minimal_admissible_strict_core_source_seed_construction_contract_packet_summary.json,.json,837
f35_future_strict_core_source_seed_precursor_route_packet.json,.json,1634
f35_future_strict_core_source_seed_precursor_route_packet_summary.json,.json,590
f36_first_source_seed_candidate_construction_instance_packet.json,.json,2638
f36_first_source_seed_candidate_construction_instance_packet_summary.json,.json,1333
f37_first_source_seed_admissibility_upgrade_target_packet.json,.json,3144
f37_first_source_seed_admissibility_upgrade_target_packet_summary.json,.json,2361
f38_first_source_seed_first_clause_refinement_packet.json,.json,1483
f38_first_source_seed_first_clause_refinement_packet_summary.json,.json,709
f39_future_genuinely_new_source_object_lift_bind_target_packet.json,.json,1674
f39_future_genuinely_new_source_object_lift_bind_target_packet_summary.json,.json,836
f3_current_far_frontier_kernel_artifact_sensitivity_classification_packet.json,.json,6184
f3_current_far_frontier_kernel_artifact_sensitivity_classification_packet_summary.json,.json,1947
f40_first_future_genuinely_new_source_object_lift_bind_attempt_packet.json,.json,1750
f40_first_future_genuinely_new_source_object_lift_bind_attempt_packet_summary.json,.json,884
f41_first_future_constructed_source_object_realization_target_packet.json,.json,1748
f41_first_future_constructed_source_object_realization_target_packet_summary.json,.json,884
f42_first_future_constructed_source_object_realization_attempt_packet.json,.json,1827
f42_first_future_constructed_source_object_realization_attempt_packet_summary.json,.json,906
f43_first_future_constructed_source_object_realization_verdict_target_packet.json,.json,1807
f43_first_future_constructed_source_object_realization_verdict_target_packet_summary.json,.json,894
f447_current_strict_t169_qw2122_scalar_to_t168_per_site_value_provider_strict_derived_v1.json,.json,4647
f447_current_strict_t169_qw2122_scalar_to_t168_per_site_value_provider_strict_derived_v1_summary.json,.json,719
f44_first_future_constructed_source_object_realization_verdict_branch_refinement_packet.json,.json,1982
f44_first_future_constructed_source_object_realization_verdict_branch_refinement_packet_summary.json,.json,1139
f456_current_strict_sigma_int_orientation_slice_to_a1_pair1_operator_bridge_packet_summary.json,.json,378
f458_first_actual_strict_z24_carrier_and_regular_action_packet_summary.json,.json,512
f45_first_conservative_realization_failure_branch_packet.json,.json,1571
f45_first_conservative_realization_failure_branch_packet_summary.json,.json,603
f462_current_strict_sigma_int_pair1_pair2_projector_operator_section_glue_export_packet_summary.json,.json,453
f464_current_strict_pair123_selector_atlas_cocycle_data_export_packet_summary.json,.json,1285
f465_current_strict_pair12345_selector_atlas_cocycle_data_export_packet_summary.json,.json,1727
f466_current_strict_pair12345_selector_atlas_full_cocycle_data_export_packet_summary.json,.json,1160
f467_current_strict_pair12345_selector_atlas_oriented_transport_lift_packet_summary.json,.json,2330
f469_current_strict_global_selector_atlas_and_transition_object_export_packet_summary.json,.json,405
f46_remaining_realization_success_branch_packet.json,.json,1447
f46_remaining_realization_success_branch_packet_summary.json,.json,561
f470_current_strict_global_projective_selector_state_object_export_packet_summary.json,.json,690
f471_current_strict_pair1_sign_distinction_obstruction_from_even_reference_weights_packet_summary.json,.json,355
f472_current_strict_pair1_sign_distinction_obstruction_from_aut_invariant_reference_weights_packet_summary.json,.json,370
f473_current_strict_t164_z12_generator_orientation_canonical_fixing_datum_export_packet_summary.json,.json,309
f474_current_strict_t171_global_directed_selector_state_datum_export_packet_summary.json,.json,595
f47_first_post_verdict_admissibility_branch_packet.json,.json,1547
f47_first_post_verdict_admissibility_branch_packet_summary.json,.json,634
f48_first_post_admissibility_orientation_export_branch_packet.json,.json,1602
f48_first_post_admissibility_orientation_export_branch_packet_summary.json,.json,635
f49_last_downstream_completion_branch_packet.json,.json,1561
f49_last_downstream_completion_branch_packet_summary.json,.json,612
f4_legacy_physical_role_transfer_classification_packet.json,.json,4477
f4_legacy_physical_role_transfer_classification_packet_summary.json,.json,1835
f50_genuinely_additive_source_object_construction_contract_packet.json,.json,1434
f50_genuinely_additive_source_object_construction_contract_packet_summary.json,.json,561
f51_first_future_genuinely_additive_source_object_construction_attempt_packet.json,.json,1492
f51_first_future_genuinely_additive_source_object_construction_attempt_packet_summary.json,.json,648
f52_first_future_genuinely_additive_source_object_construction_attempt_instance_packet.json,.json,1534
f52_first_future_genuinely_additive_source_object_construction_attempt_instance_packet_summary.json,.json,639
f53_first_future_additive_construction_attempt_verdict_target_packet.json,.json,1399
f53_first_future_additive_construction_attempt_verdict_target_packet_summary.json,.json,624
f54_first_future_additive_construction_attempt_verdict_branch_refinement_packet.json,.json,1529
f54_first_future_additive_construction_attempt_verdict_branch_refinement_packet_summary.json,.json,672
f55_first_conservative_additive_attempt_failure_branch_packet.json,.json,1621
f55_first_conservative_additive_attempt_failure_branch_packet_summary.json,.json,602
f56_remaining_additive_attempt_success_branch_packet.json,.json,1432
f56_remaining_additive_attempt_success_branch_packet_summary.json,.json,535
f57_first_post_additive_verdict_admissibility_branch_packet_summary.json,.json,1388
f58_first_post_additive_admissibility_orientation_export_branch_packet_summary.json,.json,1544
f59_last_additive_downstream_completion_branch_packet_summary.json,.json,1447
f5_legacy_physical_role_partition_refinement_packet.json,.json,2862
f5_legacy_physical_role_partition_refinement_packet_summary.json,.json,1240
f60_current_light_matter_emergent_observer_information_deficit_synthesis_packet_summary.json,.json,2675
f61_current_selector_construction_stop_condition_packet_summary.json,.json,1229
f62_current_selector_construction_handoff_packet_summary.json,.json,1137
f635_future_genuinely_new_source_object_lift_bind_target_packet_for_s_sel_int_candidate_seed_v1.json,.json,1756
f635_future_genuinely_new_source_object_lift_bind_target_packet_for_s_sel_int_candidate_seed_v1_summary.json,.json,878
f636_first_future_genuinely_new_source_object_lift_bind_attempt_packet_for_s_sel_int_candidate_seed_v1.json,.json,1781
f636_first_future_genuinely_new_source_object_lift_bind_attempt_packet_for_s_sel_int_candidate_seed_v1_summary.json,.json,906
f637_first_future_constructed_source_object_realization_target_packet_for_s_sel_int_candidate_seed_v1.json,.json,1791
f637_first_future_constructed_source_object_realization_target_packet_for_s_sel_int_candidate_seed_v1_summary.json,.json,898
f638_first_future_constructed_source_object_realization_attempt_packet_for_s_sel_int_candidate_seed_v1.json,.json,1824
f638_first_future_constructed_source_object_realization_attempt_packet_for_s_sel_int_candidate_seed_v1_summary.json,.json,920
f639_first_future_constructed_source_object_realization_verdict_target_packet_for_s_sel_int_candidate_seed_v1.json,.json,1820
f639_first_future_constructed_source_object_realization_verdict_target_packet_for_s_sel_int_candidate_seed_v1_summary.json,.json,908
f63_current_future_additive_upstream_source_work_contract_packet_summary.json,.json,1640
